,links,names,ratings,price for one,cuisine
120,https://www.zomato.com/visakhapatnam/new-bharat-cafe-allipuram-vizag/order,New Bharat Cafe,4.4,₹50 for one,South Indian
121,https://www.zomato.com/vizag-biryani-express-food-tru/order,Vizag Biryani Express - Move on Beat the Hungry,3.6,₹50 for one,"North Indian, Chinese, Biryani, Mughlai, Seafood"
122,https://www.zomato.com/visakhapatnam/crispys-fried-chicken-burgers-sriharipuram-vizag/order,Crispy's Fried Chicken & Burger's,4.2,₹50 for one,"Fast Food, Burger, Beverages, Shake"
123,https://www.zomato.com/visakhapatnam/the-thick-jar-gajuwaka-vizag/order,The Thick Jar,4.1,₹200 for one,"Beverages, Shake"
124,https://www.zomato.com/visakhapatnam/sri-polamamba-alpha-hotel-2-auto-nagar-vizag/order,Sri Polamamba Alpha Hotel,4.1,₹200 for one,"Biryani, Chinese"
125,https://www.zomato.com/visakhapatnam/sweet-india-gajuwaka-vizag/order,Sweet India,New,₹200 for one,"Mithai, Beverages"
126,https://www.zomato.com/visakhapatnam/kitchen-on-fire-kancharapalem-vizag/order,Kitchen On Fire,3.2,₹200 for one,Biryani
127,https://www.zomato.com/visakhapatnam/delicious-pizza-nad-junction-vizag/order,Delicious Pizza,New,₹200 for one,"Pizza, Sandwich, Rolls, Momos, Fast Food, Shake, Beverages"
128,https://www.zomato.com/visakhapatnam/kwality-walls-frozen-dessert-and-ice-cream-shop-jagadamba-junction-vizag/order,Kwality Wall's Frozen Dessert And Ice Cream Shop,4.4,₹200 for one,"Ice Cream, Desserts"
129,https://www.zomato.com/visakhapatnam/trinadh-fast-foods-2-nad-junction-vizag/order,Trinadh Fast Foods,4.3,₹200 for one,"Chinese, Biryani, Rolls, Sichuan"
130,https://www.zomato.com/visakhapatnam/star-light-restaurant-gajuwaka-vizag/order,Star Light Restaurant,3.8,₹200 for one,"North Indian, Chinese, Biryani"
131,https://www.zomato.com/visakhapatnam/shannus-kitchen-gajuwaka-vizag/order,Shannu's Kitchen,3.7,₹200 for one,South Indian
132,https://www.zomato.com/visakhapatnam/friends-biryani-point-gajuwaka-vizag/order,Friends Biryani Point,3.3,₹200 for one,"Biryani, Mughlai, Chinese, North Indian"
133,https://www.zomato.com/visakhapatnam/club-10-chicken-sriharipuram-vizag/order,Club 10 Chicken,3.5,₹200 for one,"Fast Food, Pizza, Burger, Sandwich, Chinese, Momos, Desserts, Shake"
134,https://www.zomato.com/visakhapatnam/the-healthy-grub-gajuwaka-vizag/order,The Healthy Grub,3.8,₹200 for one,"Chinese, North Indian"
